List for Camilo
Species;No;Year;Month;Sex;Prey;Count;Measured;Weighting;Fish.length;Fish.weight;Dolphin.length;Place;COD;Date
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;222.000;177.585;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;220.000;172.792;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;120.000;27.648;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;204.000;137.525;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;212.000;154.486;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;215.000;161.190;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;204.000;137.525;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;232.000;202.888;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;222.000;177.585;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;206.000;141.642;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;167.000;75.096;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;219.000;170.428;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;222.000;177.585;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;196.000;121.858;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;222.000;177.585;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;230.000;197.646;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;216.000;163.467;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;233.000;205.544;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;226.000;187.436;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;218.000;168.086;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;216.000;163.467;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;224.000;182.466;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;183.000;99.025;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;260.000;286.329;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;155.000;59.939;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;209.000;147.971;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;234.000;208.222;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;215.000;161.190;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;225.000;184.940;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;217.000;165.766;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;218.000;168.086;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;193.000;116.306;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;218.000;168.086;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;226.000;187.436;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;221.000;175.177;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Sea Bream;36;36;1.0000;30.000;0.418;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Conger;2;2;1.0000;313.000;35.391;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Conger;2;2;1.0000;288.000;26.426;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Trisopterus;7;7;0.5000;194.724;63.779;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Trisopterus;7;7;0.5000;190.278;58.348;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Trisopterus;7;7;0.5000;185.804;53.256;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Trisopterus;7;7;0.5000;203.645;75.863;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Trisopterus;7;7;0.5000;208.119;82.561;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Trisopterus;7;7;0.5000;188.027;55.741;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;Trisopterus;7;7;0.5000;194.724;63.779;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;C. maculatus;2;2;0.5000;254.959;96.865;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;10TTR04;4;2;Female ;C. maculatus;2;2;0.5000;231.112;75.107;312.00;Pta Aguiuncho/A Illa;;12/02/04
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;188.232;29.405;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;206.191;41.764;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;245.688;82.081;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;224.150;57.619;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;202.590;39.024;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;199.012;36.435;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;163.093;16.945;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;213.370;47.650;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;199.012;36.435;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;202.590;39.024;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;191.810;31.616;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;184.631;27.299;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;234.930;69.061;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;177.452;23.437;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;242.109;77.564;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;195.411;33.962;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;204.402;40.385;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;193.622;32.780;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;216.971;50.825;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;209.769;44.626;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;195.411;33.962;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;213.370;47.650;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;216.971;50.825;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;191.810;31.616;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;202.590;39.024;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;223.880;63.205;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;212.344;52.958;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;223.880;63.205;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;206.612;48.327;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;223.880;63.205;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;200.809;43.936;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;223.880;63.205;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;246.880;87.652;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;108.808;5.662;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;195.076;39.881;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;200.809;43.936;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;223.880;63.205;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;212.344;52.958;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;206.612;48.327;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;200.809;43.936;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;97.272;3.893;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;131.808;10.751;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Blue whiting;43;43;0.5000;85.737;2.552;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Hake;2;2;0.5000;146.949;24.463;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;115TTR0;0;4;Unknown;Hake;2;2;0.5000;93.067;6.466;204.00;Quilm s/Carnota;;23/04/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;181.330;48.519;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;136.701;16.978;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;203.645;75.863;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;248.273;165.752;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;221.513;105.419;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;190.278;58.348;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;194.724;63.779;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;190.278;58.348;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;181.330;48.519;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;150.096;23.878;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;123.335;11.755;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;105.467;6.835;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;51.918;0.787;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;69.758;1.819;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;49.694;0.701;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;183.581;50.859;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Trisopterus;17;17;0.5000;241.604;148.681;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Mullet;4;4;0.5000;317.605;264.556;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Mullet;4;4;0.5000;400.376;551.392;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Mullet;4;4;0.5000;286.621;194.062;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Conger;1;1;0.5000;480.000;158.674;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Blue whiting;4;4;0.5000;148.713;11.889;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Blue whiting;4;4;0.5000;139.744;9.366;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Blue whiting;4;4;0.5000;183.611;32.569;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Blue whiting;4;4;0.5000;154.808;18.408;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Todarodes;1;1;1.0000;183.712;176.200;;Riveira;;22/09/00
Tursiops truncatus;122TTR0;0;9;Female ;Mullet;4;4;0.5000;265.881;155.683;;Riveira;;22/09/00
Tursiops truncatus;124TTR0;0;10;Female ;Gadiculus;10;10;0.5000;92.566;5.803;198.00;Porto do Son;;16/10/00
Tursiops truncatus;124TTR0;0;10;Female ;Gadiculus;10;10;0.5000;89.025;5.044;198.00;Porto do Son;;16/10/00
Tursiops truncatus;124TTR0;0;10;Female ;Gadiculus;10;10;0.5000;85.491;4.360;198.00;Porto do Son;;16/10/00
Tursiops truncatus;124TTR0;0;10;Female ;Gadiculus;10;10;0.5000;85.491;4.360;198.00;Porto do Son;;16/10/00
Tursiops truncatus;124TTR0;0;10;Female ;Gadiculus;10;10;0.5000;89.025;5.044;198.00;Porto do Son;;16/10/00
Tursiops truncatus;124TTR0;0;10;Female ;Gadiculus;10;10;0.5000;87.257;4.693;198.00;Porto do Son;;16/10/00
Tursiops truncatus;124TTR0;0;10;Female ;Gadiculus;10;10;0.5000;69.684;2.091;198.00;Porto do Son;;16/10/00
Tursiops truncatus;124TTR0;0;10;Female ;Gadiculus;10;10;0.5000;103.686;1.049;198.00;Porto do Son;;16/10/00
Tursiops truncatus;124TTR0;0;10;Female ;Gadiculus;10;10;0.5000;103.686;1.049;198.00;Porto do Son;;16/10/00
Tursiops truncatus;124TTR0;0;10;Female ;Gadiculus;10;10;0.5000;78.446;3.201;198.00;Porto do Son;;16/10/00
Tursiops truncatus;124TTR0;0;10;Female ;Trisopterus;2;2;0.5000;114.167;8.972;198.00;Porto do Son;;16/10/00
Tursiops truncatus;124TTR0;0;10;Female ;Trisopterus;2;2;0.5000;94.406;4.717;198.00;Porto do Son;;16/10/00
Tursiops truncatus;124TTR0;0;10;Female ;Conger;1;1;0.5000;756.150;781.745;198.00;Porto do Son;;16/10/00
Tursiops truncatus;13TTR04;4;5;Male   ;Sea Bream;2;2;0.5000;183.600;100.010;200.00;Porto Nadeira/Porto do Son;;22/05/04
Tursiops truncatus;13TTR04;4;5;Male   ;Sea Bream;2;2;0.5000;160.800;66.979;200.00;Porto Nadeira/Porto do Son;;22/05/04
Tursiops truncatus;13TTR04;4;5;Male   ;Sardine;1;1;0.5000;201.759;67.690;200.00;Porto Nadeira/Porto do Son;;22/05/04
Tursiops truncatus;144TTR0;1;3;Male   ;Trisopterus;1;1;0.5000;20.683;0.109;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;136.316;16.391;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;126.465;13.078;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;126.465;13.078;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;136.316;16.391;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;133.849;15.514;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;126.465;13.078;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;126.465;13.078;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;133.849;15.514;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;124.014;12.330;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;136.316;16.391;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;116.629;10.250;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;133.849;15.514;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;126.465;13.078;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;126.465;13.078;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;122.788;11.967;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Atherina;19;16;0.5938;126.465;13.078;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Sea Bream;5;5;0.5000;156.090;61.222;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Sea Bream;5;5;0.5000;185.370;102.953;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Sea Bream;5;5;0.5000;160.980;67.206;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Sea Bream;5;5;0.5000;182.940;98.927;;Punta Balea;;08/03/01
Tursiops truncatus;144TTR0;1;3;Male   ;Sea Bream;5;5;0.5000;158.550;64.186;;Punta Balea;;08/03/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;491.152;822.377;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;414.876;502.985;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;389.400;418.198;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;313.200;221.762;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;364.000;343.595;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;338.600;278.315;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;287.724;173.203;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;414.876;502.985;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;402.138;459.308;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;376.738;379.806;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;624.271;1,653.792;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;548.654;1,135.365;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;373.513;370.412;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;373.513;370.412;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;429.234;555.389;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;405.350;470.076;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;540.677;1,087.945;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;285.954;170.118;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;325.745;248.640;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;405.350;470.076;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;365.559;347.900;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;556.608;1,183.980;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;270.023;143.956;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;262.070;131.950;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;278.001;156.699;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;190.418;52.041;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;258.081;126.184;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;465.060;701.476;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;433.223;570.558;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Hake;43;30;0.7167;186.453;48.947;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;249.288;86.821;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;224.150;57.619;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;234.930;69.061;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;213.370;47.650;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;220.549;54.132;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;199.012;36.435;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;163.093;16.945;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;193.622;32.780;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;206.191;41.764;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;204.402;40.385;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;159.493;15.553;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;170.272;19.996;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;206.191;41.764;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;200.801;37.713;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;159.493;15.553;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;163.093;16.945;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;207.980;43.177;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;163.093;16.945;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;199.012;36.435;290.00;Carnota;;07/04/01
Tursiops truncatus;148TTR0;1;4;Female ;Blue whiting;102;30;1.7000;148.713;11.889;290.00;Carnota;;07/04/01
