List for Camilo
Species;No;Year;Month;Sex;Prey;Count;Measured;Weighting;Fish.length;Fish.weight;Dolphin.length;Place;COD;Date
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;86.212;5.174;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;175.968;41.353;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;193.332;54.395;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;196.222;56.798;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;147.021;24.498;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;126.743;15.899;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;245.447;109.020;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;187.552;49.792;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;329.371;256.789;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;320.141;236.384;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;255.383;122.380;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;236.924;98.355;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;190.701;52.267;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Hake;37;30;0.6167;172.166;38.804;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;94.450;6.238;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;75.724;2.819;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;97.135;6.900;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;75.724;2.819;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;75.724;2.819;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;70.427;2.172;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;89.070;5.053;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;89.070;5.053;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;94.450;6.238;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;83.727;4.045;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;86.396;4.528;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;83.727;4.045;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;97.135;6.900;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;73.073;2.480;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;86.396;4.528;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;75.724;2.819;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;67.785;1.893;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;73.073;2.480;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;78.402;3.194;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;75.724;2.819;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;75.724;2.819;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;75.724;2.819;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;86.396;4.528;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;89.070;5.053;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;70.427;2.172;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;78.402;3.194;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;81.062;3.601;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;86.396;4.528;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;78.402;3.194;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Gadiculus;40;30;0.6667;81.062;3.601;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Scad;1;1;0.5000;260.947;157.771;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Fish;2;2;0.5000;;0.000;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Fish;2;2;0.5000;;0.000;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT3;92;1;Female ;Illex/Todaropsis;1;1;1.0000;;112.326;265.00;Malpica;Unknown;19/01/92
Tursiops truncatus;TT301;95;1;Male   ;Blue whiting;3;3;0.5000;229.849;63.476;;Porto do Son;Bycatch;08/01/95
Tursiops truncatus;TT301;95;1;Male   ;Blue whiting;3;3;0.5000;262.984;106.728;;Porto do Son;Bycatch;08/01/95
Tursiops truncatus;TT301;95;1;Male   ;Blue whiting;3;3;0.5000;255.628;95.657;;Porto do Son;Bycatch;08/01/95
Tursiops truncatus;TT301;95;1;Male   ;Eledone;1;1;1.0000;101.423;221.638;;Porto do Son;Bycatch;08/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;299.808;177.055;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;296.141;168.832;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;296.141;168.832;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;244.583;80.666;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;181.980;25.822;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;244.583;80.666;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;193.025;32.393;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;200.403;37.426;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;244.583;80.666;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;174.624;22.033;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;196.714;34.842;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;189.336;30.075;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;204.070;40.133;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;277.718;131.733;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;281.407;138.621;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;200.403;37.426;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;259.317;101.096;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;248.272;85.463;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;259.317;101.096;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;196.714;34.842;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;196.714;34.842;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;244.583;80.666;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;204.070;40.133;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;211.448;46.018;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;196.714;34.842;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;248.272;85.463;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;266.673;112.625;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;270.362;118.761;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;281.407;138.621;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;196.714;34.842;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;200.403;37.426;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;189.336;30.075;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;185.669;27.894;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;233.538;67.496;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;189.336;30.075;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;200.403;37.426;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;259.317;101.096;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;215.115;49.170;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;215.115;49.170;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;240.894;76.073;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;196.714;34.842;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;255.628;95.657;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;248.272;85.463;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;285.096;145.774;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;185.669;27.894;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;204.070;40.133;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;189.336;30.075;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;207.759;43.001;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;255.628;95.657;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;193.025;32.393;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;229.849;63.476;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;189.336;30.075;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;193.025;32.393;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;196.714;34.842;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;200.403;37.426;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;259.317;101.096;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;193.025;32.393;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;196.714;34.842;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;233.538;67.496;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;200.403;37.426;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;255.628;95.657;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Blue whiting;238;62;1.9194;255.628;95.657;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Hake;2;2;0.5000;262.142;132.055;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT303;95;1;Female ;Hake;2;2;0.5000;262.400;132.434;268.00;Lago, Camarinas;Unknown;25/01/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;189.336;30.075;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;233.538;67.496;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;193.025;32.393;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;255.628;95.657;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;229.849;63.476;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;226.160;59.637;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;248.272;85.463;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;233.538;67.496;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;193.025;32.393;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;170.935;20.297;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;281.407;138.621;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;277.718;131.733;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;244.583;80.666;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;189.336;30.075;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;200.403;37.426;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;248.272;85.463;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;237.227;71.702;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;303.497;185.624;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;181.980;25.822;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;193.025;32.393;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;200.403;37.426;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;259.317;101.096;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;185.669;27.894;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;189.336;30.075;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;167.246;18.664;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;248.272;85.463;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;237.227;71.702;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;237.227;71.702;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;274.051;125.141;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Blue whiting;280;30;4.6667;185.669;27.894;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Hake;8;8;0.5000;288.334;174.275;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Hake;8;8;0.5000;213.278;72.407;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Hake;8;8;0.5000;238.297;100.024;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Hake;8;8;0.5000;219.533;78.768;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Hake;8;8;0.5000;188.260;50.342;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Hake;8;8;0.5000;232.042;92.567;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Hake;8;8;0.5000;225.788;85.485;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Hake;8;8;0.5000;244.552;107.866;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;82.317;3.806;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;107.778;10.026;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;104.121;8.856;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;93.187;5.944;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;80.512;3.514;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;91.370;5.538;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;75.110;2.738;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;126.158;17.658;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;71.520;2.296;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;122.471;15.872;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;84.124;4.115;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;84.124;4.115;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;82.317;3.806;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;76.909;2.981;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;87.300;0.565;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;87.300;0.565;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;93.651;0.727;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;93.651;0.727;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;106.417;1.151;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;87.300;0.565;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadiculus;21;21;0.5000;90.472;0.642;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT304;95;3;Female ;Gadidae;1;1;0.5000;96.363;10.795;226.00;Mar de Fora, Fisterra;Unknown;31/03/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;185.669;27.894;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;259.317;101.096;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;244.583;80.666;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;244.583;80.666;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;204.070;40.133;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;181.980;25.822;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;204.070;40.133;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;204.070;40.133;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;215.115;49.170;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;222.493;55.995;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;288.763;153.151;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;207.759;43.001;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;211.448;46.018;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;240.894;76.073;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;215.115;49.170;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;211.448;46.018;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;255.628;95.657;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;244.583;80.666;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;215.115;49.170;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;255.628;95.657;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;193.025;32.393;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;274.051;125.141;275.00;Baldaia;Unknown;20/08/95
Tursiops truncatus;TT305;95;8;Female ;Blue whiting;222;31;3.5806;185.669;27.894;275.00;Baldaia;Unknown;20/08/95
