0.511945392491  140.709787069
1.02389078498  174.682732034
1.02389078498  179.200950657
2.01934015927  172.814110624
2.04778156997  181.705545039
2.55972696246  186.965939396
2.07622298066  189.576736538
1.56427758817  190.729297647
1.64960182025  189.56554421
1.05233219568  195.67133244
2.04778156997  198.758176618
3.07167235495  196.598803388
3.55517633675  196.028492076
4.06712172924  201.580384408
7.0534698521  199.763993865
2.04778156997  204.588136132
2.04778156997  205.608379047
2.55972696246  203.581324011
3.07167235495  206.509734562
3.04323094425  208.112227273
3.46985210466  213.078885189
3.21387940842  211.614679913
4.06712172924  207.701841898
5.03412969283  205.686725346
4.06712172924  211.782813558
4.06712172924  214.114797364
5.06257110353  212.53767393
8.07736063709  206.349559907
7.0534698521  213.464398723
6.56996587031  216.658191817
6.05802047782  217.665003938
6.05802047782  220.725732683
2.04778156997  219.600281881
4.06712172924  219.507509914
4.43686006826  218.496967017
5.03412969283  221.573365022
4.01023890785  225.044479142
9.07281001138  215.995108538
9.07281001138  217.452598416
6.56996587031  223.071147283
7.0534698521  223.521078885
7.0534698521  224.978568764
5.57451649602  227.563250473
6.08646188851  227.868179243
5.85893060296  227.424963038
6.02957906712  229.761423775
6.08646188851  232.532146854
7.0534698521  230.66277929
7.5654152446  228.92722223
7.62229806598  227.471224662
8.07736063709  230.835389866
7.45164960182  232.567962305
7.59385665529  234.612178911
6.82593856655  234.154785757
7.0534698521  234.598001962
7.0534698521  236.055491841
7.0819112628  237.659476862
9.07281001138  236.399966838
9.58475540387  230.43768913
5.06257110353  239.646985671
4.43686006826  244.294537867
8.04891922639  240.599825897
8.61774744027  239.594506087
7.87827076223  244.530571638
8.58930602958  247.464205276
8.56086461889  249.066697987
9.04436860068  250.536872504
9.58475540387  249.530806539
10.0682593857  248.523248262
10.0967007964  246.775006563
10.8646188851  246.649403767
10.0682593857  255.227701704
10.6086461889  252.618396872
11.0921501706  260.79302483
11.1205915813  257.295795277
11.06370876  254.816570173
11.06370876  252.630335355
11.0921501706  249.424603778
11.0921501706  242.720150336
11.0921501706  241.262660458
11.5756541524  214.749029307
13.0830489192  218.578049219
14.0784982935  230.555581656
17.0932878271  217.517265203
10.0682593857  272.571831258
12.0591581342  278.016774675
12.5711035267  279.924942311
13.0546075085  278.917384035
14.1069397042  279.965234693
12.0875995449  261.256387227
12.5995449374  261.561315997
12.5995449374  259.666579155
12.0875995449  256.883917591
12.0875995449  252.657196944
12.0591581342  249.741471031
12.1160409556  244.641748767
12.0875995449  241.726022854
12.5995449374  250.630141908
13.1114903299  250.06057675
13.566552901  247.303284465
14.1069397042  245.422724572
13.0830489192  255.598292134
13.1114903299  256.91077918
13.0830489192  261.719749623
13.0546075085  262.447748408
13.5949943117  263.044921308
13.5949943117  264.93965815
14.0784982935  263.057605947
14.1069397042  259.706125382
14.590443686  261.905044838
14.590443686  261.030550911
14.590443686  257.678324191
15.1023890785  259.877989803
15.1023890785  257.546005997
15.5858930603  259.744925454
15.1023890785  252.59054041
15.5858930603  251.582982134
16.0978384528  252.762404831
16.0978384528  256.260380539
16.1262798635  257.864365561
15.5858930603  264.846140028
16.0693970421  266.02481657
16.6097838453  269.974216192
16.6097838453  257.585552224
17.1217292378  257.307485042
17.0932878271  259.784471681
16.6097838453  241.698912548
18.1171786121  256.750604524
18.6291240046  258.950270136
19.141069397  261.732931699
18.1171786121  273.074491164
18.1171786121  280.216191568
19.0841865757  282.136297688
20.1365187713  263.216537011
20.164960182  260.739550372
21.1604095563  257.70493706
21.1604095563  268.927609125
22.1274175199  272.013707148
22.0989761092  258.895552086
22.1274175199  257.438808362
22.0989761092  236.595956944
24.0614334471  265.068494286
24.0614334471  263.173757444
25.0853242321  262.909121057
26.1092150171  272.992662807
27.1046643914  276.225255973
29.0955631399  281.232952426
29.0671217292  266.074311534
29.0671217292  263.159331777
28.1001137656  260.073233754
28.0716723549  250.161556425
30.0625711035  253.857511987
31.0580204778  276.037473574
32.1103526735  252.890992248
32.0819112628  251.432756215
33.1058020478  270.989982175
34.0728100114  279.177294773
34.1012514221  268.975611778
34.1012514221  266.060632021
35.5802047782  268.868662862
35.0682593857  265.503005347
35.0682593857  251.656851501
36.0921501706  263.926628069
36.5472127418  264.667311492
37.542662116  266.005167816
38.0830489192  266.019344765
38.0830489192  257.857401445
